client_id,age,income,years_employed,credit_score,debt_to_income,num_credit_cards,num_late_payments,has_mortgage,has_car_loan,savings_balance,checking_balance,region_risk_score,phone_calls_to_support_last_3m,active_loans,customer_tenure_years,default
622,59,154839,24,451,0.8934590541671159,6,0,1,0,42722,23283,0.9539190858269809,0,4,11,0
623,34,37852,12,482,0.8232263592464995,7,2,1,0,34880,23444,0.9854230941181097,4,3,17,0
624,51,94239,38,698,0.10304169343098268,0,0,0,0,84130,30811,0.4931006097302003,2,3,6,0
625,25,147001,27,371,0.22744825406479963,3,1,0,1,81059,17363,0.8646398413127813,1,3,6,0
626,55,106575,5,717,0.003121651356409627,3,2,1,0,1701,39804,0.0047702561781248765,0,2,14,0
627,43,110040,2,582,0.30351012487811146,5,0,1,0,59430,45321,0.06665559174667346,1,3,8,1
628,49,163510,34,373,0.10860740234649258,1,2,0,1,98294,14646,0.022389408928777943,1,4,5,1
629,63,194587,17,654,0.472793345301583,0,0,0,0,55615,34804,0.7731629973476213,0,0,8,0
630,31,20744,10,796,0.6771274885739019,3,1,1,0,92519,11036,0.0797791114432349,4,1,18,1
631,38,188489,19,627,0.8745052950380771,7,1,1,1,39237,1726,0.01705054606417855,3,3,19,0
632,67,153141,4,834,0.7492171650908982,2,0,1,0,34378,31790,0.14741877335525955,2,3,15,0
633,32,57359,18,746,0.9385855957785052,3,0,0,0,20736,36160,0.30629479129854364,4,3,15,0
634,29,165871,21,672,0.053898290393788795,1,0,1,0,6343,13274,0.46470068189745695,3,1,0,0
635,30,113746,18,661,0.01217983541654144,3,0,1,0,15797,19587,0.06540328471611712,3,4,12,0
636,64,135906,15,392,0.6613381138362127,5,1,1,0,53857,16555,0.4989822335509235,0,3,18,1
637,37,22597,23,620,0.2893524102222462,6,1,1,0,87411,5168,0.24806146104460036,1,0,3,1
638,58,62093,3,623,0.25350101610577314,0,2,1,0,41864,10103,0.27437149509762226,4,2,18,1
639,27,183298,14,683,0.33088708769379427,5,1,0,1,41123,20901,0.821902251647863,1,1,9,0
640,66,129650,24,645,0.26979605789236416,0,2,1,1,74864,25567,0.9869235760523383,0,4,12,0
641,33,172489,34,402,0.5114364063015873,4,0,1,1,67561,40030,0.4638640292616176,0,0,0,0
642,60,164765,13,514,0.4401484472241325,0,0,0,0,105,8207,0.3217706951544964,2,1,12,1
643,62,135956,18,491,0.5124285513766563,4,1,0,1,94906,34432,0.9314481761595688,1,1,9,1
644,29,130598,37,493,0.6727136115004362,5,1,1,1,86379,18691,0.5004484464663165,0,2,14,1
645,47,199233,35,679,0.3871305089711483,2,0,1,1,19476,-1444,0.7303535711807213,1,2,14,0
646,22,148241,6,702,0.2513076871421568,7,0,1,1,64147,35072,0.41374003095988376,2,4,6,0
647,25,168124,29,310,0.16620053680874547,1,0,0,0,42112,49118,0.20254857765815948,1,3,13,0
648,49,23036,18,486,0.3494741195326255,2,1,0,0,48610,28133,0.6548851125676257,3,2,7,1
649,57,46778,24,314,0.741806475246172,7,1,0,0,66234,10893,0.6648426495367198,2,4,18,1
650,58,173806,15,596,0.7567049101114696,4,0,0,1,93979,10866,0.4601838500789507,2,1,17,0
651,39,169245,39,710,0.6669053866842103,3,1,1,0,44230,-4344,0.26994963508083636,3,3,14,0
652,28,176475,7,351,0.2340281753068746,3,1,0,1,41706,36120,0.8318134920627488,2,0,8,1
653,68,152416,17,327,0.5880862458546977,2,1,1,0,87659,10096,0.27531812438557735,2,1,11,0
654,65,33800,27,316,0.570689661576848,3,2,0,0,65032,10447,0.6590239862667921,1,4,13,1
655,21,40372,15,650,0.4842661981097255,4,1,1,1,41920,14854,0.38398562389269675,3,0,1,0
656,42,76516,18,727,0.5499789863838642,5,0,1,1,19875,48212,0.4724806779377294,2,1,4,0
657,37,35538,16,528,0.49179063262366807,1,3,1,0,68833,16983,0.21140266150047204,1,2,4,1
658,27,78918,12,509,0.5654563660741082,6,1,0,0,52129,44696,0.6494799454793653,3,4,13,1
659,45,161045,6,730,0.7155059546211288,0,0,1,0,65744,26196,0.22582583361918485,0,0,3,0
660,65,86155,26,593,0.10962819440343974,4,3,1,1,19700,7046,0.48571404660761364,0,2,1,1
661,24,74500,9,403,0.7496257521490237,7,0,1,1,87327,34194,0.3284593931464067,0,0,0,1
662,56,182647,33,503,0.1358861501275942,6,3,0,1,72769,29529,0.9636057327846216,3,3,1,0
663,26,188333,35,352,0.0666279984103747,4,1,1,1,1891,-4044,0.9822210958935474,1,3,12,0
664,51,125659,24,674,0.9760796862214676,0,0,0,0,58520,19560,0.7534913073380436,1,4,19,0
665,39,42716,5,353,0.9569917688704415,0,1,1,1,47594,19175,0.9839174948547723,1,0,16,0
666,64,149308,23,575,0.06043654494056405,1,0,0,1,64190,36041,0.11355064280773808,1,3,12,1
667,59,161920,17,634,0.44325344147496215,1,0,1,1,2039,45388,0.9923246540134493,5,1,16,0
668,47,17352,22,330,0.18624493829977473,1,1,1,0,19673,16295,0.10355591637084416,1,1,4,0
669,30,148004,5,434,0.4853448971344181,3,1,1,0,42412,9855,0.4154517736790876,2,3,7,1
670,46,91449,28,357,0.8301772429995874,7,0,1,1,28436,44598,0.23894757015445367,0,3,11,0
671,39,23556,24,404,0.9506117747428903,7,2,0,1,99921,46317,0.9538459634051912,2,4,8,1
672,59,101836,16,565,0.6342526534515374,4,1,1,0,8186,13003,0.6357899347991415,2,4,17,0
673,23,151570,23,821,0.35390566721181704,5,0,1,0,63708,45945,0.5971275338234417,3,1,15,1
674,65,65098,10,795,0.6033255656445984,0,0,1,1,434,8036,0.9974385048873267,3,2,18,1
675,33,127169,25,552,0.31200130610845034,4,0,0,0,10519,37133,0.6124261038907539,1,0,7,1
676,48,155641,33,594,0.9098236408320604,6,4,0,1,18030,33773,0.6461598809360338,0,2,6,1
677,40,141060,27,457,0.870400463105837,4,4,0,0,76891,8844,0.044774299296759024,2,4,8,0
678,48,145544,2,848,0.558231750279661,7,0,1,1,55819,-4355,0.8590506020335373,2,2,11,0
679,28,15340,10,366,0.32479891538036054,1,3,0,1,79864,28146,0.9700894317421239,6,4,13,1
680,61,190021,37,598,0.29338967558297835,1,1,0,1,5258,46807,0.9603111505236865,3,2,9,1
681,59,97302,13,762,0.03341799470505946,4,0,0,1,72726,34877,0.2211056095380688,2,1,15,0
682,21,15138,25,400,0.8158208510252952,7,1,1,0,88015,47736,0.2259153439701591,4,4,1,1
683,23,146430,20,355,0.45038321303900797,7,0,0,0,86363,39693,0.36604712521317817,4,1,5,0
684,33,134619,38,631,0.3251329284002644,7,1,1,1,58277,12524,0.3102100709175669,1,2,10,1
685,48,100376,29,692,0.4711103549977539,1,1,0,0,45238,15119,0.30561464739749555,3,3,3,0
686,69,114931,7,680,0.818737990454652,7,0,0,1,10747,42679,0.6052167171350913,2,3,4,0
687,45,176726,19,391,0.12461420770752119,3,0,1,0,30917,21589,0.8056080068369498,3,0,4,0
688,53,171951,31,746,0.8576559882418273,0,0,1,1,30377,12045,0.9367681606746001,0,3,16,0
689,58,96532,21,408,0.897508835108354,6,0,1,0,44956,49588,0.06786047857733235,1,0,4,0
690,26,70778,6,616,0.9467079150338882,7,2,0,0,98684,8163,0.2779784763841151,4,2,10,0
691,64,52772,8,467,0.3974879924226278,4,0,1,0,23557,19587,0.25501377344295495,3,0,8,0
692,65,73478,0,734,0.21714040403767187,0,1,1,0,44335,16593,0.35743966357383716,3,0,14,1
693,52,41762,28,741,0.3736408184666985,3,2,0,1,99941,28155,0.424334263114571,1,0,2,0
694,65,159355,7,517,0.3329120962314033,6,0,1,1,78015,25802,0.3891714717030217,1,1,15,0
695,67,185492,3,521,0.17615391250286005,1,1,1,0,89463,47175,0.9521472093811999,2,0,8,1
696,41,70568,34,827,0.6072666701014879,2,0,0,0,33292,23409,0.4371290560843858,2,4,5,1
697,36,100090,2,577,0.4766241605086289,3,0,0,0,19491,5111,0.5515925710848579,7,2,8,0
698,41,35219,39,765,0.8657009923240037,2,2,0,0,57294,40451,0.7486332804859066,1,1,18,1
699,31,72169,6,329,0.03210958048205825,0,1,1,1,66629,16119,0.7250847969865215,2,4,5,1
700,57,89965,26,658,0.6438679275551263,4,1,0,0,96544,19675,0.5829645666945688,3,2,10,1
701,56,192912,0,587,0.7629488785115611,6,2,1,0,65640,42078,0.86083202349919,4,1,1,1
702,55,190767,26,385,0.759486569188307,1,0,0,0,18123,42977,0.6241813089408278,2,2,17,1
703,39,99754,15,533,0.8860739670955251,6,0,0,0,92472,30539,0.8747588473885994,1,3,6,0
704,40,92988,37,612,0.7290337428294941,3,0,0,0,64618,31937,0.30276575058250377,2,2,3,1
705,38,165023,6,664,0.9278100616476963,1,1,1,0,83596,18647,0.1320236769133356,0,3,6,1
706,67,147379,22,568,0.33265659982089146,2,1,1,0,24288,21953,0.8195204565492692,2,3,16,0
707,61,95388,10,430,0.5032094167515431,2,1,1,0,89947,37823,0.38251790797490937,1,2,3,0
708,69,105768,32,650,0.014079663282890675,5,1,1,1,45091,-981,0.6510845716412402,4,3,12,0
709,34,50428,35,479,0.006957587303291213,6,0,1,0,78872,15654,0.7373111964695933,1,1,19,1
710,35,107021,36,779,0.2401266204515199,7,1,0,0,59216,33624,0.32671047542724896,2,3,18,0
711,51,133418,16,462,0.10080719713908526,4,2,0,0,77162,42418,0.5051633885700391,2,0,3,0
712,21,185047,34,395,0.2602113679357536,7,0,0,0,58785,23334,0.894926515139504,3,1,12,1
713,23,147212,4,809,0.1770432945283974,2,3,0,1,50997,43695,0.8797932352384719,2,1,0,0
714,36,170914,31,664,0.02852002483864824,4,1,1,0,69037,40483,0.7493570775127645,3,1,1,1
715,43,41421,2,652,0.9093041464060494,5,1,1,1,50693,11418,0.7627395319435024,1,0,6,0
716,31,16708,34,735,0.008223131388891525,3,0,1,1,82386,21742,0.897684449081332,0,0,16,0
717,32,149702,13,382,0.7360821443370854,5,1,0,1,35712,8682,0.7363323872899161,1,0,6,0
718,30,165667,30,524,0.15214788691951653,4,3,0,1,86214,43028,0.3395853593034954,2,0,12,0
719,52,91021,30,711,0.9122296219996,2,0,1,0,15905,39599,0.12078267964001865,2,0,16,0
720,36,174380,16,417,0.8927959395898858,0,0,0,1,1591,7164,0.4218840999747373,1,4,0,1
721,28,59789,23,781,0.6539011463692573,4,0,0,1,60159,2618,0.08734341585367633,0,4,1,1
722,58,41086,22,491,0.6722341498006051,1,2,1,0,13522,-1620,0.11577077699078842,1,0,5,1
723,32,31859,17,406,0.005339141969688543,7,2,0,1,81689,49628,0.9501720928365696,1,1,11,0
724,44,22684,13,681,0.984871566113602,0,0,1,1,3572,18927,0.6758869606024898,0,3,12,0
725,48,106088,14,689,0.8778326035758144,6,1,0,1,61680,10163,0.8516087004702991,3,3,19,0
726,28,147279,14,543,0.895106225730092,4,1,1,1,58537,14560,0.6428991932734907,0,4,19,0
727,48,61099,5,767,0.6592445370508719,1,0,0,0,33061,9725,0.4185400284000711,0,0,8,1
728,56,81093,26,837,0.34478692865453653,7,2,1,1,91033,36135,0.025158782461582763,1,2,16,0
729,46,175761,14,509,0.8936486490904808,6,1,1,0,87778,46305,0.9558370369750374,0,3,17,1
730,28,63651,35,372,0.29151692815119234,5,0,0,0,66874,-313,0.07093247205258124,2,3,7,1
731,48,28893,7,608,0.5627115433422029,0,1,0,0,60542,41242,0.6101630660198326,2,1,7,1
732,48,81418,14,485,0.0997309723438824,4,1,1,1,61907,40969,0.10220321173051539,0,3,10,1
733,57,140074,2,552,0.9219556301327502,3,0,1,1,16151,24962,0.28414767858956835,2,4,7,0
734,61,118065,12,312,0.14077045777121333,5,1,1,0,92526,-3414,0.18581745729879473,1,0,17,1
735,56,145351,33,598,0.22489680573040727,1,3,1,0,80916,3056,0.5537169151588768,1,0,17,0
736,47,53635,23,375,0.558134158128215,3,0,1,0,96571,41358,0.8870753451221001,3,3,12,0
737,37,110071,39,350,0.7640930002129815,2,2,0,0,45813,422,0.6356223077977161,1,2,0,0
738,29,93518,31,448,0.619351305936299,5,2,0,0,52627,15042,0.6641880195062606,2,4,14,0
739,53,121233,31,421,0.23213391280015616,7,1,0,0,26117,-4048,0.9089314962133026,2,3,5,0
740,40,118651,29,510,0.0009430425274903342,5,0,0,1,68034,24532,0.7494252279711053,1,4,5,0
741,33,87805,12,579,0.7571505803074392,7,1,0,1,25483,33133,0.8659558363840327,0,2,12,0
742,48,174136,0,837,0.9852073259110937,4,0,1,1,71264,47023,0.41639209185986537,0,4,1,1
743,68,137813,33,455,0.8099131203060904,4,0,0,0,56469,7521,0.8653563377721201,2,4,18,0
744,49,94063,14,537,0.46020661815661534,1,1,0,1,18877,5906,0.6458613885658445,5,4,16,0
745,33,17454,13,675,0.9037672613991066,5,1,1,0,62396,-2022,0.1356077827413381,3,0,0,0
746,66,35878,28,381,0.40984767311835,4,1,1,0,92239,41518,0.03871250836706608,3,2,13,1
747,55,197170,33,791,0.5249340842434675,2,1,0,1,3088,37769,0.24403441368578438,0,0,15,0
748,26,159063,17,655,0.47712976739568325,7,4,0,0,23179,26275,0.3783496488266912,2,1,14,0
749,38,83344,6,572,0.44762387266552495,6,2,1,1,47954,38766,0.8375678660808568,3,3,8,0
750,25,119946,28,343,0.7751907692939057,6,3,0,1,22011,7343,0.7412445570252967,2,0,18,1
751,67,51593,30,422,0.526768907269492,6,3,1,1,12839,6951,0.9553757278069176,3,4,7,0
752,45,51304,24,648,0.31671712202521607,4,2,0,0,52903,9691,0.559174798746506,3,1,14,0
753,22,176458,37,629,0.2581581676584783,5,1,0,0,63561,6520,0.7477416516079946,3,2,9,0
754,30,128613,13,708,0.037747316967433386,6,2,0,0,23625,47122,0.27528338524262475,3,2,1,1
755,50,167155,7,622,0.583195161883046,0,1,0,1,18481,32676,0.6795778928953071,4,0,17,0
756,65,33354,26,410,0.2299614154010342,3,0,1,0,97289,6326,0.7061512025362862,1,4,19,1
757,25,37190,1,388,0.1481339220163831,5,3,1,1,19558,25521,0.8484153284195612,1,4,1,0
758,53,21142,16,732,0.6538299638276777,7,2,0,0,82307,29727,0.5364035108750838,4,2,11,0
759,21,174470,36,398,0.6812092578215488,2,0,0,1,31104,32950,0.649005147595177,2,4,9,0
760,38,198043,13,838,0.752154892257666,5,0,0,1,98602,-4195,0.20304881010489884,3,3,11,1
761,52,56862,24,445,0.5035768963385915,2,1,0,0,53586,30868,0.7367590901264514,0,0,6,0
762,67,199482,29,556,0.8940546052038866,5,0,1,0,44420,29343,0.8384117226401352,3,0,1,0
763,69,165575,28,488,0.9363427533982278,6,2,1,1,4061,6922,0.5937377461864164,2,4,0,1
764,31,140438,19,539,0.8073709397924894,3,1,0,1,33241,3791,0.1156744623741982,2,2,1,0
765,41,63456,20,802,0.6355934820081872,3,1,1,0,62055,30383,0.312857356311943,2,3,16,0
766,46,115167,21,570,0.30372095359118867,2,1,1,1,81697,39331,0.47551465101129,1,3,19,0
767,45,97035,34,819,0.9829449216202212,5,0,0,0,70593,10040,0.6771623914028342,3,3,7,1
768,42,23016,36,849,0.27413616719193834,3,2,0,0,44173,20187,0.32032710786522545,6,1,11,1
769,47,17384,15,413,0.20265692199043106,1,3,0,1,5289,25860,0.8402910513391142,3,4,1,1
770,69,161144,16,638,0.44215411378658276,5,1,1,0,65180,21525,0.3717897913654036,2,3,8,0
771,33,117239,15,658,0.05684057071238846,3,0,1,1,2221,33394,0.042836347946960784,1,4,16,0
772,53,126431,1,633,0.9784944646717908,0,1,1,0,63137,20136,0.7939944166698351,3,2,16,0
773,54,95018,3,468,0.5884335564164248,0,1,1,1,42942,38506,0.6442231695110412,2,2,9,0
774,61,55510,20,638,0.5569520916641753,1,0,0,0,21635,12010,0.8019564947306976,2,2,12,0
775,55,195005,38,560,0.6557962798997199,3,0,0,0,52763,34652,0.3488898132668935,2,1,4,1
776,21,36826,33,498,0.49702364777720665,0,2,0,1,84562,46963,0.01763019215264583,1,2,13,0
777,41,83026,29,510,0.03206351709454158,6,1,1,0,51072,45762,0.07375292365782793,0,4,13,1
778,68,136668,5,586,0.6123112888403968,5,1,0,1,7075,39222,0.11180078070082722,2,0,14,0
779,26,171590,16,771,0.7161738769564306,4,1,0,1,22378,6974,0.8051475781557017,1,0,4,1
780,48,39045,38,781,0.41674906062405315,3,1,1,1,35084,3866,0.3014347543601573,2,4,5,0
781,37,196948,24,322,0.7572955720711929,7,3,0,1,50426,44200,0.9978985094224627,1,0,8,0
782,25,105102,4,408,0.22700129933842061,1,0,1,1,79217,45538,0.7583883964968853,5,3,8,0
783,51,66919,4,595,0.22127659106618403,3,1,1,0,31584,13286,0.6011549530902318,2,0,3,1
784,25,114441,19,305,0.16141698768757395,2,0,0,0,31245,48874,0.9836194119964248,2,1,0,1
785,58,173175,15,849,0.37199475978916186,2,0,0,0,58959,10015,0.3163091883165179,1,2,14,0
786,23,182260,36,502,0.8470120353890835,0,1,1,0,4983,32140,0.16561556912117115,1,0,13,0
787,43,151917,39,624,0.8279120621490643,7,2,0,0,97785,21670,0.7372729696513153,2,0,0,0
788,57,182746,8,543,0.3828242079635038,2,1,0,0,96927,31610,0.2780833787896416,3,1,5,0
789,57,133325,4,626,0.5891187359802366,1,2,1,0,30897,15695,0.9610369280667572,2,1,7,1
790,30,34337,1,346,0.7208163164749156,7,0,0,1,40602,19805,0.9880693122501709,6,0,2,0
791,30,168385,8,312,0.24120677462802298,0,3,1,1,85538,19190,0.9264043950253538,1,3,16,0
792,39,173015,35,679,0.16814108589474708,1,0,1,1,76034,2997,0.9447617629095447,0,0,19,1
793,37,92949,21,664,0.972095993212311,5,1,1,0,49411,39452,0.61565481741636,6,3,4,0
794,41,15276,21,641,0.6175573132096185,1,0,1,1,68742,17752,0.6921186495686299,0,2,17,1
795,34,66151,21,520,0.9814157218336639,2,3,0,0,78466,13069,0.0942461577726944,2,4,6,0
796,29,163683,33,372,0.3377559871322291,5,0,0,0,75856,25508,0.7630501597286888,4,2,16,1
797,66,158016,28,345,0.7030316999741315,2,2,0,0,93550,16517,0.20206336307689443,0,0,14,0
798,21,67887,37,803,0.22260363654123771,1,1,1,1,97353,36592,0.8403260597043828,1,0,19,0
799,65,96442,32,573,0.26120017127391293,2,2,0,1,38126,44035,0.9615318206110014,3,3,15,1
800,33,64847,17,507,0.511902121269624,7,0,1,1,92288,46574,0.21237762916547331,1,1,12,0
801,24,73653,6,423,0.3196181255080712,2,2,1,0,70043,46902,0.07803111760562131,2,3,6,1
802,21,71622,0,309,0.16762156384058446,2,1,0,0,55610,3524,0.4838901392678898,3,1,14,1
803,69,42810,32,628,0.262880701989326,3,1,0,0,23925,5071,0.7915493719483091,5,1,4,1
804,60,92842,0,486,0.03574839446586464,5,1,1,0,36276,34077,0.7706401699435229,2,1,11,0
805,52,137225,23,842,0.7044236214774866,7,1,1,1,23689,36466,0.6968185056565842,2,1,9,0
806,54,25503,3,359,0.4921166570858616,5,0,1,1,63942,15596,0.8206959902347412,2,0,18,1
807,48,99761,3,741,0.09424306640452562,6,0,1,1,54146,45094,0.17498835259515266,1,4,9,1
808,51,183048,17,516,0.1716939931284912,5,2,0,1,15238,4781,0.651937757885946,2,4,6,1
809,28,141439,26,301,0.10253453811264401,6,0,0,0,60424,45614,0.6056793158976498,4,2,14,0
810,59,26590,31,835,0.6125928082758765,1,2,0,0,24807,35239,0.15343172375969316,2,2,8,1
811,46,156958,32,655,0.0942103636124938,6,1,1,1,74457,42560,0.41442707063854767,0,2,5,0
812,54,158938,27,464,0.7542823330352161,6,0,1,0,11204,29759,0.8525297193095475,0,3,10,1
813,23,81624,35,390,0.020510919320391174,4,0,0,0,65245,40924,0.9718018040481599,1,2,5,0
814,32,178864,5,466,0.2493757879958921,1,1,0,1,38567,49542,0.6654301775773518,1,2,19,0
815,21,155836,15,506,0.8906666758919072,5,3,0,1,35697,37694,0.9219410419862444,1,2,14,0
816,64,135356,33,581,0.718531318122246,0,0,1,0,90429,21839,0.13204923058341733,5,0,12,1
817,25,57727,22,364,0.07296833292568772,2,1,1,1,1530,44264,0.9750605256429472,1,2,5,1
818,50,93471,23,815,0.8211261044851798,2,2,1,1,96777,-2737,0.03350649918071347,1,4,19,1
819,50,23068,12,456,0.4930351215402048,4,1,0,1,24297,20002,0.5272592734711015,2,0,14,0
820,37,131923,17,605,0.8467830271688292,0,0,0,1,74838,33022,0.2910083294708191,3,1,5,0
821,68,153367,12,694,0.6007397744503934,3,1,0,1,48906,20642,0.8139091067848093,0,3,15,0
822,67,187232,36,373,0.6818330320328587,6,1,0,1,66251,30579,0.2175436320975107,3,0,0,0
823,43,26390,38,486,0.9935015603957081,7,1,0,1,75069,7571,0.011530036733138793,3,0,5,0
824,35,121752,16,636,0.23233554592401817,1,1,0,1,60748,12217,0.4146094592361932,2,4,15,0
825,57,166203,14,539,0.6239455747613883,3,1,1,1,40295,43225,0.06410799766644482,1,2,0,0
826,41,109754,17,832,0.46032139005739836,0,1,0,0,52464,2227,0.29009256918774906,1,1,6,0
827,34,90969,22,440,0.039451952922691436,4,1,0,1,7223,36189,0.6437476916666982,0,4,9,0
828,22,161110,29,564,0.014470641502865034,0,1,1,1,13421,9207,0.294703176616566,3,4,7,1
829,31,198399,33,438,0.11922857781785867,4,2,1,1,93232,41722,0.24579322732123265,2,0,4,1
830,59,92064,3,758,0.6490917405385481,3,2,1,0,14066,7672,0.15549566307033957,2,1,17,1
831,58,36281,2,369,0.5671630879133922,3,2,1,1,21576,48406,0.13517227408451837,0,4,3,1
832,54,69189,6,684,0.5534295611637274,7,1,1,1,82121,36783,0.5258573731814192,2,3,19,0
833,58,63511,17,497,0.031856762528260085,0,0,1,0,2140,30286,0.6815070229434714,2,3,15,1
834,54,137115,6,504,0.46930299636000705,0,3,0,0,59016,15051,0.4527332057356356,3,4,9,1
835,38,23605,39,730,0.9246228178425285,6,2,0,1,41378,23879,0.1236030990478505,1,0,15,0
836,50,115318,5,624,0.3975918693106466,2,2,0,0,7370,23845,0.6477562995215262,1,3,7,1
837,35,147453,21,741,0.6249224697884563,4,1,0,0,51750,5015,0.5571218983216382,1,0,18,0
838,47,34810,0,587,0.7798186756231436,2,3,1,0,95052,37064,0.38127545526544704,1,2,0,0
839,54,170394,3,525,0.7839252791418876,1,1,1,0,12022,12425,0.33004687712601355,2,2,8,1
840,58,56869,28,363,0.5192800823952713,1,2,0,0,59222,16496,0.183152891150142,3,0,5,1
841,53,47955,20,797,0.8579519454023363,0,2,1,1,18328,-4293,0.1462994588314569,0,4,12,0
842,44,76388,25,359,0.39137809336374696,3,0,1,0,2929,12767,0.33877169446869937,1,2,12,0
843,35,25207,13,696,0.8886932147847983,1,1,0,1,43727,21467,0.041631124103455264,2,2,17,0
844,50,174292,8,556,0.2402271663955453,1,0,0,1,68919,12686,0.43662741280130735,2,3,13,0
845,62,37031,11,538,0.28021640699057104,7,1,0,1,52692,2118,0.6015739292849359,2,4,1,1
846,37,95807,5,337,0.0531206241990011,2,1,0,0,49545,6213,0.9416542752928907,1,0,15,1
847,25,86312,19,324,0.7955818365422829,7,1,0,1,92968,26485,0.6258281432777371,5,2,16,1
848,49,74766,23,709,0.4170552362327056,2,0,0,0,76647,10501,0.6240760468558998,1,4,15,0
849,24,158521,26,760,0.22911661391139904,6,3,0,1,48338,3868,0.3744148056036056,2,2,13,0
850,30,104833,37,716,0.23179027761657967,7,4,0,1,59962,46716,0.1333171562810509,5,3,12,0
851,37,126041,7,656,0.9013999412292332,6,1,1,1,97435,24333,0.4469376532558422,2,4,15,0
852,30,131185,0,682,0.8339166004610369,1,0,0,0,23161,37523,0.598676319067514,2,1,0,0
853,37,192164,23,457,0.5535308853571833,0,3,1,1,8823,29028,0.724033596655804,2,3,16,0
854,40,25350,6,732,0.6161108004157211,2,0,0,0,92968,47355,0.8260867738954308,3,0,0,0
855,44,115859,18,347,0.474325570550291,1,0,1,0,33089,5545,0.2559280920681215,3,4,9,0
856,25,83487,21,627,0.39166654287880887,3,1,0,0,60850,-4643,0.24122007522788746,1,2,4,0
857,54,163694,34,732,0.9154768812183315,2,1,0,1,21053,16788,0.5652998631045181,0,4,6,0
858,26,138853,29,730,0.12561270352030207,1,1,0,1,17447,33180,0.5660151831344293,0,0,3,1
859,22,68117,28,355,0.41844678971622795,6,2,0,1,89841,31002,0.2179477967027743,3,4,0,0
860,33,116084,21,567,0.34456190798787534,7,2,0,1,3111,11802,0.5874753103512731,4,2,0,1
861,63,38782,10,368,0.49815072025114837,4,1,1,0,58820,49739,0.3458788499743949,4,3,9,1
862,63,43454,19,748,0.45763187454517507,2,2,0,1,93029,15339,0.6393149188786329,2,3,2,1
863,68,82904,28,556,0.5188895316510814,4,0,0,0,76521,-3407,0.29104471367220164,3,2,4,0
864,31,144936,33,789,0.1399189772269941,2,1,0,0,68622,-398,0.5922917920715765,1,1,12,0
865,67,161664,0,348,0.5131415015132771,2,1,1,1,52963,41737,0.768310041236923,1,1,8,0
866,43,168245,30,615,0.24241881388721087,7,1,1,1,52503,4577,0.9801587757019379,1,3,7,1
867,36,179276,29,712,0.18433134898819126,6,0,1,0,89000,40367,0.9110680564717573,3,0,10,1
868,51,181668,17,733,0.06483421878619122,5,0,1,0,41918,25329,0.5035387473274523,2,4,13,0
869,31,180396,16,301,0.7626525587561409,5,3,1,1,71868,5943,0.48834908331761806,1,2,7,0
870,36,137258,37,444,0.42744192085655996,4,0,1,1,42542,28012,0.43770000593574876,1,0,9,0
871,28,126668,13,665,0.6266436833117583,0,0,0,1,68712,-428,0.027750597988638437,1,4,2,0
872,24,139184,22,719,0.7275933433047433,1,2,0,0,2416,44766,0.16595449748626168,3,3,3,1
873,60,176822,24,743,0.6793166653135535,0,0,0,0,40436,11250,0.05918908830405578,3,2,11,0
874,24,31566,14,733,0.4705007190896823,0,0,1,1,74187,11633,0.6963550847753208,4,0,8,0
875,45,153262,21,356,0.3878985289517298,5,0,0,0,10486,39053,0.4132346502181655,3,4,10,0
876,23,53333,2,477,0.3759599096406637,1,5,0,0,18695,34388,0.06376987806540957,3,3,10,0
877,52,136929,18,592,0.6400487969300563,5,0,1,0,1229,21171,0.69057507765387,3,3,15,0
878,23,104571,33,345,0.4947943549418734,7,1,0,0,67066,869,0.6444358628279439,1,4,12,0
879,47,135263,34,469,0.8491322479885106,7,0,0,1,42347,971,0.7199628306904972,1,1,13,0
880,49,147661,0,570,0.8747019843267121,5,0,0,0,1363,44662,0.5998341177615691,3,1,6,1
881,52,40235,20,716,0.17056037800651846,6,1,1,1,82372,8957,0.16153955994728408,0,4,11,0
882,39,15159,28,438,0.13623365154572564,5,0,1,1,85824,968,0.06139229774216881,1,4,18,0
883,41,158217,5,546,0.6304009260359995,3,2,0,0,87916,16253,0.8171409702270372,2,4,7,1
884,25,177993,36,447,0.3012257480622794,0,1,0,1,45869,20941,0.21580899896586603,3,3,3,0
885,38,119859,0,529,0.01857071876509886,6,0,1,1,49729,2647,0.5425292404741829,0,2,16,0
886,48,162309,0,673,0.8886426693629551,6,1,1,1,20303,20499,0.48521701473218715,1,3,1,0
887,62,122507,26,379,0.22690076724380825,0,4,1,0,72853,26785,0.9210525404365142,1,3,12,0
888,42,154316,20,364,0.9292806516858091,6,0,1,1,3264,11457,0.5524397608542984,2,1,6,0
889,41,29743,15,387,0.7174344508782536,0,1,0,0,18315,4000,0.5800168853871507,2,4,17,0
890,26,61101,39,387,0.7626534899114843,3,0,1,1,78229,47030,0.31950503371581274,1,3,9,0
891,21,136534,25,503,0.20146149579316042,2,0,0,1,82102,32909,0.9586947017686612,0,3,3,1
892,25,99227,15,681,0.23419442561681292,6,1,1,1,60521,29894,0.6123738157392347,1,4,7,0
893,61,86126,27,775,0.5212677538240658,4,0,0,1,24811,13588,0.004980383591258075,1,2,12,1
894,32,71071,0,838,0.17209985264986216,4,2,1,0,33405,1470,0.5560822637349633,3,1,13,1
